1|2.28
2|2.4
3|2.38
4|2.375
5|2.31
6|2.35
7|2.43
8|2.48
9|2.39
10|2.98
11|2.99
12|2.87
13|2.96
14|3
15|2.96
16|2.96
17|2.9
18|2.95
19|2.75
20|2.75
21|2.75
22|2.78
23|2.8
24|2.85
25|2.9
26|2.96
27|2.75
28|2.84
29|3.01
30|3.14
31|3.14
32|3.14
33|3.14
34|3.15
35|3.14
36|2.95
37|2.97
38|3.01
39|3.1
40|3.22
41|3.18
42|3.19
43|3.2
44|3.2
45|3.2
46|3.2
47|3.22
48|3.22
49|3.24
50|3.45
51|3.53
52|3.4
53|3.42
54|3.39
55|3.455
56|3.5
57|3.49
58|3.6
59|3.59
60|3.57
61|3.61
62|3.63
63|3.65
64|3.64
65|3.65
66|3.49
67|3.48
68|3.52
69|3.5
70|3.56
71|3.56
72|3.53
73|3.56
74|3.6
75|3.67
76|3.815
77|3.87
78|3.85
79|3.81
80|3.8202
81|3.7902
82|3.63
83|3.58
84|3.57
85|3.63
86|3.54
87|3.5802
88|3.56
89|3.58
90|3.58
91|3.6
92|3.55
93|3.54
94|3.55
95|3.58
96|3.61
97|3.66
98|3.65
99|3.64
100|3.66
101|3.66
102|3.7
103|3.74
104|3.61
105|3.63
106|3.64
107|3.64
108|3.65
109|3.64
110|3.64
111|3.63
112|3.63
113|3.64
114|3.64
115|3.64
116|3.64
117|3.62
118|3.58
119|3.6
120|3.61
121|3.64
122|3.62
123|3.62
124|3.63
125|3.63
126|3.63
127|3.65
128|3.66
129|3.61
130|3.63
131|3.62
132|3.64
133|3.62
134|3.64
135|3.65
136|3.65
137|3.63
138|3.64
139|3.68
140|3.67
141|3.67
142|3.65
143|3.67
144|3.68
145|3.73
146|3.74
147|3.76
148|3.76
149|3.75
150|3.75
151|3.76
152|3.74
153|3.71
154|3.7
155|3.71
156|3.7
157|3.66
158|3.586
159|3.6
160|3.62
161|3.62
162|3.61
163|3.61
164|3.61
165|3.61
166|3.6
167|3.57
168|3.55
169|3.53
170|3.53
171|3.57
172|3.54
173|3.54
174|3.55
175|3.55
176|3.55
177|3.53
178|3.54
179|3.55
180|3.54
181|3.54
182|3.52
183|3.52
184|3.51
185|3.5
186|3.5
187|3.47
188|3.5
189|3.57
190|3.62
191|3.58
192|3.54
193|3.53
194|3.53
195|3.54
196|3.54
197|3.52
198|3.51
199|3.5
200|3.52
201|3.55
202|3.54
203|3.5
204|3.47
205|3.48
206|3.47
207|3.44
208|3.42
209|3.4
210|3.4
211|3.39
212|3.37
213|3.37
214|3.35
215|3.34
216|3.33
217|3.29
218|3.3
219|3.34
220|3.35
221|3.33
222|3.25
223|3.23
224|3.27
225|3.21
226|3.19
227|3.11
228|3.11
229|3.14
230|3.22
231|3.33
232|3.33
233|3.3
234|3.25
235|3.21
236|3.19
237|3.17
238|3.17
239|3.15
240|3.16
241|3.13
242|3.11
243|3.11
244|3.14
245|3.19
246|3.147
247|3.17
248|3.2
249|3.21
250|3.19
251|3.17
252|3.16
253|3.17
254|3.2
255|3.21
256|3.21
257|3.18
258|3.18
259|3.18
260|3.17
261|3.14
262|3.13
263|3.11
264|3.12
265|3.12
266|3.09
267|3.06
268|3.02
269|3.03
270|3.025
271|2.97
272|2.94
273|2.9
274|2.88
275|2.975
276|2.975
277|2.965
278|2.905
279|2.912
280|2.91
281|2.975
282|2.975
283|2.975
284|2.89
285|2.975
286|2.945
287|2.963
288|2.938
289|2.9275
290|2.9275
291|2.922
292|2.878
293|2.84
294|2.86
295|2.878
296|2.868
297|2.85
298|2.822
299|2.822
300|2.797
301|2.8
302|2.8
303|2.813
304|2.767
305|2.79
306|2.777
307|2.77
308|2.8
309|2.84
310|2.94
311|2.943
312|2.882
313|2.845
314|2.88
315|2.9
316|2.87
317|2.87
318|2.8875
319|2.885
320|2.862
321|2.8525
322|2.835
323|2.8275
324|2.8275
325|2.828
326|2.8175
327|2.81
328|2.825
329|2.8425
330|2.828
331|2.8275
332|2.8075
333|2.7975
334|2.8075
335|2.805
336|2.79
337|2.79
338|2.762
339|2.787
340|2.7959
341|2.813
342|2.81
343|2.807
344|2.803
345|2.79
346|2.784
347|2.7825
348|2.78
349|2.767
350|2.76
351|2.77
352|2.793
353|2.785
354|2.793
355|2.81
356|2.799
357|2.787
358|2.781
359|2.81
360|2.822
361|2.835
362|2.848
363|2.905
364|2.928
365|2.94
366|2.965
367|2.938
368|2.93
369|2.93
370|2.93
371|2.922
372|2.92
373|2.886
374|2.908
375|2.902
376|2.898
377|2.902
378|2.915
379|2.95
380|2.95
381|2.922
382|2.94
383|2.963
384|2.977
385|2.96
386|2.954
387|2.98
388|2.975
389|2.956
390|2.934
391|2.942
392|2.942
393|2.934
394|2.899
395|2.901
396|2.892
397|2.89
398|2.91
399|2.928
400|2.915
401|2.905
402|2.901
403|2.892
404|2.895
405|2.91
406|2.91
407|2.918
408|2.905
409|2.905
410|2.898
411|2.863
412|2.876
413|2.858
414|2.839
415|2.84
416|2.835
417|2.84
418|2.841
419|2.843
420|2.848
421|2.855
422|2.851
423|2.85
424|2.848
425|2.84
426|2.84
427|2.8525
428|2.854
429|2.867
430|2.878
431|2.855
432|2.855
433|2.855
434|2.8575
435|2.8505
436|2.85
437|2.855
438|2.855
439|2.865
440|2.871
441|2.87
442|2.862
443|2.872
444|2.88
445|2.89
446|2.9
447|2.92
448|2.982
449|2.978
450|2.99
451|2.98
452|2.977
453|2.987
454|2.973
455|2.967
456|2.995
457|2.957
458|2.941
459|2.95
460|2.96
461|2.965
462|2.97
463|2.965
464|2.97
465|2.965
466|2.96
467|2.9605
468|2.96
469|2.96
470|2.956
471|2.938
472|2.944
473|2.93
474|2.935
475|2.922
476|2.88
477|2.865
478|2.87
479|2.895
480|2.895
481|2.85
482|2.865
483|2.8775
484|2.8775
485|2.8825
486|2.8825
487|2.895
488|2.91
489|2.912
490|2.911
491|2.911
492|2.91
493|2.921
494|2.954
495|2.928
496|2.936
497|2.94
498|2.944
499|2.96
500|2.955
501|2.936
502|2.94
503|2.942
504|2.93
505|2.9259
506|2.92
507|2.93
508|2.94
509|2.9375
510|2.93
511|2.925
512|2.9175
513|2.925
514|2.93
515|2.924
516|2.92
517|2.92
518|2.917
519|2.925
520|2.935
521|2.935
522|2.9075
523|2.92
524|2.914
525|2.915
526|2.9075
527|2.905
528|2.88
529|2.885
530|2.887
531|2.867
532|2.8725
533|2.88
534|2.879
535|2.887
536|2.871
537|2.866
538|2.86
539|2.845
540|2.85
541|2.85
542|2.829
